begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
06:54.9,06:57.7,65,,,,Hostess_W03,Hostess_W03,你不怕...会更糟糕吗,Nǐ bùpà... Huì gèng zāogāo ma ,Weren't you afraid... that things would be worse,wife,,,,,,,,,,,,,,,,,,,,,
06:57.8,06:59.9,66,,,,Wife_W03_WW,Wife_W03_WW,更糟糕...大不了就是离婚呗,gèng zāogāo... Dàbùliǎo jiùshì líhūn bei ,(If things) got worse…I could just get a divorce,hostess,,,,,,,,,,relationship,-ve,appreciation,inscribe,,,糟糕,,,expand:entertain,(if),呗
07:02.6,07:04.7,67,,,,Husband_W03_AH,Husband_W03_AH,我在那里呆了...十天左右,wǒ zài nàlǐ dāile... Shí tiān zuǒyòu ,I stayed there for...about ten days,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,十天,,,monoglossic,,
07:04.7,07:06.9,67,,,,,Husband_W03_AH,她把我哄回家...带小孩,tā bǎ wǒ hōng huí jiā... Dài xiǎohái ,She coaxed me home…to nurse the child,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,哄,,,monoglossic,,
07:06.9,07:08.2,68,,,,Hostess_W03,Hostess_W03,给了你什么话吗,gěile nǐ shénme huà ma ,Did she promise you anything,husband,,,,,,,,,,,,,,,,,,,,,
07:08.2,07:09.8,69,,,,Husband_W03_AH,Husband_W03_AH,不再聊聊天,bù zài liáo liáotiān ,(She promosed to) stop chatting,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,给你话,,,monoglossic,,
07:09.8,07:13.3,69,,,,,Husband_W03_AH,二十六号哄回家二十七号又跟别人联系,èrshíliù hào hōng huí jiā èrshíqī hào yòu gēn biérén liánxì,She coaxed me home on the 26th and contacted that man on the 27th,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,contract:disclaim,又,
07:15.7,07:50.4,69,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
07:50.4,07:56.2,70,,,,Husband_W03_AH,Husband_W03_AH,七月五号...我再第二次上贵州...她就说那张卡掉了,Qī yuè wǔ hào... Wǒ zài dì èr cì shàng guìzhōu... Tā jiù shuō nà zhāng kǎ diàole ,The 5th of July... when I went to Guizhou for the second time... she said that she lost her sim card,hostess,,,,,,,,,,,,,,,,,,,,,
07:56.2,07:57.9,70,,,,,Husband_W03_AH,后面我就..拉她去补办,hòumiàn wǒ jiù.. Lā tā qù bǔbàn ,Later I..took her to have a replacement,hostess,,,,,,,,,,,,,,,,,,,,,
07:57.9,08:00.3,70,,,,,Husband_W03_AH,补办之后...就收到对方信息,bǔbàn zhīhòu... Jiù shōu dào duìfāng xìnxī ,After the replacement…we received the message from the other party,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,收到信息,up:isolated,补办之后,contract:disclaim,就,
08:00.3,08:02.1,70,,,,,Husband_W03_AH,你傻呀什么都告诉他了,nǐ shǎ ya shénme dōu gàosù tāle ,You are so stupid to tell him everything,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,对方信息,,,monoglossic,,
08:02.1,08:05.2,70,,,,,Husband_W03_AH,然后微信里面...那个也收到信息,ránhòu wēixìn lǐmiàn... Nàgè yě shōu dào xìnxī ,Then in WeChat…there also received a message,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,也,,,monoglossic,,
08:05.2,08:07.1,70,,,,,Husband_W03_AH,他说唉..又..让你受委屈了,tā shuō āi.. Yòu.. Ràng nǐ shòu wěiqule ,He said alas...again... you were wronged,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,他说,,,monoglossic,,
08:07.1,08:08.9,70,,,,,Husband_W03_AH,就这样的话题,jiù zhèyàng de huàtí ,Messages like this,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,话题,,,contract:proclaim,就,
08:08.9,08:13.5,70,,,,,Husband_W03_AH,我就就跟他老婆联系我说..她..还跟你老公有联系你知道吗,wǒ jiù jiù gēn tā lǎopó liánxì wǒ shuō.. Tā.. Hái gēn nǐ lǎogōng yǒu liánxì nǐ zhīdào ma,I just just contacted his wife and said.. she.. still has contact with your husband do you know,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
08:13.5,08:14.7,71,,,,Hostess_W03,Hostess_W03,你又跟对方,Nǐ yòu gēn duìfāng ,You contacted the other,husband,,,,,,,,,,,,,,,,,,,,,
08:14.7,08:16.5,72,,I,S,Husband_W03_AH,Husband_W03_AH,对...用她的..手机,duì... Yòng tā de.. Shǒujī ,Yes... using her.. mobile phone,hostess,,,,,,,,,,,,,,,,,,,,,
08:16.5,08:17.8,72,,,,,Husband_W03_AH,她讲她都知道,tā jiǎng tā dōu zhīdào ,She said she knew all of this,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她讲,,,monoglossic,,
08:17.8,08:21.7,72,,,,,Husband_W03_AH,包括是四月初五的时候..她回老家..她妈妈过生日嘛,bāokuò shì sì yuèchū wǔ de shíhòu.. Tā huílǎojiā.. Tā māmāguò shēngrì ma ,Including on the fifth day of the fourth lunar month.. when she went back to her hometown.. When her mother celebrated her birthday?,hostess,,,,,,,,,,,,,,,,,,,,,嘛
08:21.7,08:25.1,72,,,,,Husband_W03_AH,她还喊对方..那个她的初恋..开车去拉东西,tā hái hǎn duìfāng.. Nàgè tā de chūliàn.. Kāichē qù lā dōngxī ,She also called that man.. that her first love.. to drive his car and carry some goods,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,喊,,,contract:proclaim,还,
08:25.1,08:27.0,72,O,,,,Husband_W03_AH,[这个],[zhège],[This],hostess,,,,,,,,,,,,,,,,,,,,,
08:26.5,08:28.1,73,O,I,S,Hostess_W03,Hostess_W03,[你你怎么]知道这些的,[Nǐ nǐ zěnme] zhīdào zhèxiē de ,[How did you] know these,husband,,,,,,,,,,,,,,,,,,,,,
08:28.1,08:30.7,74,,,,Husband_W03_AH,Husband_W03_AH,也是那个人的老婆..发截图给我的,yěshì nàgè rén de lǎopó.. Fā jiétú gěi wǒ de ,It’s also that person’s wife.. sent me the screenshots,hostess,,,,,,,,,,self,+ve,judgement,invoke,proclaim,,是……的,,,contract:proclaim,也,
08:31.1,08:31.9,75,O,,,Hostess_W03,Hostess_W03,他们聊[天的截图],tāmen liáo [tiān de jiétú] ,Screenshots of [their chats],husband,,,,,,,,,,,,,,,,,,,,,
08:31.6,08:32.5,76,O,I,S,Husband_W03_AH,Husband_W03_AH,[聊天的]截图,[liáotiān de] jiétú ,Screenshots of their [chats],hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
08:32.8,08:34.6,76,,,,,Husband_W03_AH,然后我就...明白这一切了,ránhòu wǒ jiù... Míngbái zhè yīqièle ,Then I just...understood it all,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,明白,up:isolated,一切,monoglossic,,
08:34.6,08:39.7,76,,,,,Husband_W03_AH,从3月27号...到7月9号中间一直没断联系,cóng 3 yuè 27 hào... Dào 7 yuè 9 hào zhōngjiān yīzhí méi duàn liánxì ,From March 27th... to July 9th they continuously contacted each other,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没,up:isolated,一直,monoglossic,,
08:39.7,08:41.9,76,,,,,Husband_W03_AH,凌晨两三点都有联系,língchén liǎng sān diǎn dōu yǒu liánxì ,They even contacted at two or three in the morning,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,有联系,up:isolated,凌晨,contract:disclaim,都,
08:41.9,08:42.6,76,O,,,,Husband_W03_AH,[都],[dōu],[Even],hostess,,,,,,,,,,,,,,,,,,,,,
08:42.0,08:44.0,77,O,I,S,Hostess_W03,Hostess_W03,[不仅]仅是简单的联系,Bùjǐn jǐn shì jiǎndān de liánxì ,More than simple chats,husband,,,,,,,,,,,,,,,,,,,,,
08:44.0,08:44.8,78,,I,S,Husband_W03_AH,Husband_W03_AH,对对对,duì duì duì ,yes yes yes,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,affirmation,,不简单,,,monoglossic,,
08:44.8,08:46.3,78,,,,,Husband_W03_AH,都是她自己主动的,dōu shì tā zìjǐ zhǔdòng de ,It's all that she started the conversation,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,,,,contract:proclaim,对对对,
08:46.3,08:48.2,78,,,,,Husband_W03_AH,说..是..想他啊干嘛的,shuō.. Shì.. Xiǎng tā a gàn ma de ,She said..said…that she missed him something like that,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,说,,,monoglossic,,
08:49.2,08:52.1,79,,,,Hostess_W03,Hostess_W03,这次你看到了有一些暧昧内容了,zhè cì nǐ kàn dàole yǒu yīxiē àimèi nèiróngle ,This time you saw some intimate content ,husband,,,,,,,,,,,,,,,,,,,,,
08:52.1,08:52.9,80,,I,S,Husband_W03_AH,Husband_W03_AH,对,duì ,Correct,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,affirmation,,暧昧,,,monoglossic,,
08:52.9,08:56.2,80,,,,,Husband_W03_AH,我就是说..她的这个微信号码电话号码必须换掉,wǒ jiùshì shuō.. Tā de zhège wēixìn hàomǎ diànhuà hàomǎ bìxū huàn diào ,I mean... She must change her WeChat ID her phone number,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,必须,,,contract:proclaim,就是说,
08:56.2,08:57.6,80,,,,,Husband_W03_AH,不不能让她再用,bù bùnéng ràng tā zài yòng ,I can't let her use this number again ,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,不,,,monoglossic,,
08:57.6,08:58.3,81,,I,S,Hostess_W03,Hostess_W03,停止,tíngzhǐ,Stop them,husband,,,,,,,,,,,,,,,,,,,,,
08:58.5,08:59.0,82,,,,Husband_W03_AH,Husband_W03_AH,对对对,duì duì duì ,yes yes yes,hostess,,,,,,,,,,,,,,,,,,,,,
08:59.2,08:59.9,82,,,,,Husband_W03_AH,她不肯[啊],Tā bù kěn a ,She refused,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不,,,monoglossic,,啊
08:59.9,09:00.8,83,O,I,S,Wife_W03_WW,Wife_W03_WW,[电]话也给[你..在],diànhuà yě gěi nǐ.. Zài ,I gave you the phone..when,antagonist,VoE,换号码,VoE,电话,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,evoke,,,,,contract:disclaim,也,
09:00.4,09:01.6,84,O,I,S,Husband_W03_AH,Husband_W03_AH,[我知道啊],wǒ zhīdào a ,I know ,antagonist,,,,,,,,,,,,,,,,,,,,,
09:00.8,09:02.3,85,O,I,,Wife_W03_WW,Wife_W03_WW,[该注销的都注销了],gāi zhùxiāo de dōu zhùxiāole dōu shì nǐ.. ,I canceled the numbers which should be canceled,antagonist,VoE,换号码,VoE,注销,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,evoke,,注销,up:isolated,该都,contract:proclaim,都,
09:01.6,09:05.3,86,O,I,,Husband_W03_AH,Husband_W03_AH,[都是你..都是你不]乐意的..你知道吗,Dōu shì nǐ bù lèyì de.. Nǐ zhīdào ma ,It's all that you..all that you did it unwillingly..you know,antagonist,,注销,VoE,你不乐意,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,No,VoE,antagonist,-ve,judgement,invoke,attitudinal token,observed,不乐意,up:isolated,都是,contract:proclaim,都,你知道吗
09:02.3,09:03.5,87,O,I,,Wife_W03_WW,Wife_W03_WW,[该没用的都没用了],gāi méi yòng de dōu méi yòngle ,I didn't use the numbers whichever shouldn't be used,antagonist,,你不乐意,IVoE,做了,reject or question the interpretation,replace,IVoE,No,IVoE,self,+ve,judgement,invoke,evoke,,没用,up:isolated,该都,contract:proclaim,都,
09:05.3,09:07.0,87,,,,,Wife_W03_WW,乐不乐意..反正做了,lè bù lèyì.. Fǎnzhèng zuòle ,Willingly or not willingly..I did it anyway,antagonist,,,,,,,,,,self,+ve,judgement,invoke,contrast,,做了,,,contract:disclaim,反正,
09:08.4,09:09.7,88,,,,Hostess_W03,Hostess_W03,是如他所讲的吗,shì rú tā suǒ jiǎng de ma ,Is what he said true,wife,,,,,,,,,,,,,,,,,,,,,
09:09.7,09:10.7,89,,,,Wife_W03_WW,Wife_W03_WW,聊天是有,liáotiān shì yǒu ,We did chat,hostess,,,,,,,,,,self,-ve,judgement,invoke,evoke,,,,,contract:proclaim,是,
09:10.7,09:14.7,89,,,,,Wife_W03_WW,我当时没有什么你干嘛要做得那么过分,wǒ dāngshí méiyǒu shé me nǐ gàn ma yào zuò dé nàme guòfèn ,I had done nothing wrong at the first place why did you overreact in such a way,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,过分,up:isolated,那么,contract:proclaim,干嘛,干嘛
09:15.0,09:22.3,90,,,,Hostess_W03,Hostess_W03,如果你第二次你仍然让他看到的是没什么...正常的联系...我想他也不会这样..可是他看到了不好的内容,rúguǒ nǐ dì èr cì nǐ réngrán ràng tā kàn dào de shì méi shénme... Zhèngcháng de liánxì... Wǒ xiǎng tā yě bù huì zhèyàng.. Kěshì tā kàn dào liǎo bù hǎo de nèiróng ,If for the second time when he saw nothing wrong in your messages… if it were normal messages… I think he would not have done this…  but he saw some content that was not good,wife,,,,,,,,,,,,,,,,,,,,,
09:22.4,09:23.4,91,,,,Wife_W03_WW,Wife_W03_WW,那就是..过了呗,nà jiùshì..Guòle bei,Then that was.. I went too far,hostess,,,,,,,,,,self,-ve,judgement,inscribe,,,过,,,expand:entertain,那就,呗
09:24.8,09:26.3,92,,,,Hostess_W03,Hostess_W03,为什么会这样呢,Wèishéme huì zhèyàng ne ,Why was this so,wife,,,,,,,,,,,,,,,,,,,,,
09:26.3,09:28.4,93,,,,Wife_W03_WW,Wife_W03_WW,嗯..心理上的一种安慰吧,ń.. Xīnlǐ shàng de yī zhǒng ānwèi ba ,Hmm..(to seek) sort of psychological comfort,hostess,,,,,,,,,,self,+ve,judgement,invoke,attitudinal token,other,安慰,down:isolated,一种,expand:entertain,,吧
09:28.4,09:34.7,93,,,,,Wife_W03_WW,平常他对我的那些..关心啊...感觉有缺失吧,píngcháng tā duì wǒ dì nàxiē.. Guānxīn a... Gǎnjué yǒu quēshī ba ,In ordinary days his caring.. for me...I feel there is something missing,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,缺失,down:isolated,那些,expand:entertain,感觉,吧
09:35.6,09:37.7,94,,,,Hostess_W03,Hostess_W03,他发现以后..你做了什么,tā fāxiàn yǐhòu.. Nǐ zuòle shénme ,After he found it out..what did you do,wife,,,,,,,,,,,,,,,,,,,,,
09:37.7,09:38.8,95,,,,Wife_W03_WW,Wife_W03_WW,该做的都做了,gāi zuò de dōu zuòle ,I did everything that should be done,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,做了,up:isolated,该都,contract:proclaim,都,
09:38.8,09:40.8,95,,,,,Wife_W03_WW,他说微信号不用我都不用啊,tā shuō wēi xìnhào bùyòng wǒ dū bùyòng a ,He said that I should stop my WeChat account then I stopped,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,不,up:isolated,都,contract:proclaim,都,啊
09:40.8,09:41.2,96,O,I,,Hostess_W03,Hostess_W03,[你],[nǐ],[you],wife,,,,,,,,,,,,,,,,,,,,,
09:40.8,09:42.4,97,,,,Wife_W03_WW,Wife_W03_WW,[电话]号码不用我不用啊,[Diànhuà] hàomǎ bùyòng wǒ bùyòng a ,(He asked me to stop using the) [phone] number then I stopped using it,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,,啊
09:42.9,09:45.9,98,,,,Hostess_W03,Hostess_W03,你觉得走到这一步...谁对谁错呢,nǐ juédé zǒu dào zhè yībù... Shéi duì shéi cuò ne ,According to you that for the marriage to come this stage...who is right and who is wrong,wife,,,,,,,,,,,,,,,,,,,,,
09:46.1,09:47.6,99,,,,Wife_W03_WW,Wife_W03_WW,有前因才有后果,yǒu qián yīn cái yǒu hòuguǒ ,There are antecedents and then come the consequences,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,才,,,monoglossic,,
09:48.8,09:50.1,100,,,,Hostess_W03,Hostess_W03,为什么不是离婚呢,wèishéme bùshì líhūn ne ,Why didn't you divorce,wife,,,,,,,,,,,,,,,,,,,,,
09:50.4,09:51.5,101,,,,Wife_W03_WW,Wife_W03_WW,他不愿意啊,tā bù yuànyì a ,He didn't want to,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不,,,contract:proclaim,,啊
09:52.3,09:53.0,102,,,,Hostess_W03,Hostess_W03,你呢,nǐ ne ,How about you,wife,,,,,,,,,,,,,,,,,,,,,
09:53.0,09:55.8,103,,,,Wife_W03_WW,Wife_W03_WW,这十多年来我从来都没打消过离婚的念头,zhè shí duō nián lái wǒ cónglái dōu méi dǎxiāoguò líhūn de niàntou,I have never given up the idea of divorce in the past ten years,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,打消念头,up:isolated,这十多年,contract:proclaim,都,
09:58.6,10:00.4,104,,,,Hostess_W03,Hostess_W03,杨先生知道她这个内容吗,Yáng xiānshēng zhīdào tā zhège nèiróng ma ,Did Mr. Yang know about her thoughts,husband,,,,,,,,,,,,,,,,,,,,,
10:01.0,10:01.7,105,,,,Husband_W03_AH,Husband_W03_AH,不知道,bù zhīdào ,I didn't know,hostess,,,,,,,,,,,,,,,,,,,,,
10:01.7,10:04.4,105,,,,,Husband_W03_AH,她其实有很多东西都在瞒着我,tā qíshí yǒu hěnduō dōngxī dū zài mánzhe wǒ ,She actually kept a lot of things from me,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,瞒,up:isolated,很多东西,contract:proclaim,其实,
10:04.4,10:08.6,105,,,,,Husband_W03_AH,我如果我不换她的号码8月12号又打电话来了,wǒ rúguǒ wǒ bù huàn tā de hàomǎ 8 yuè 12 hào yòu dǎ diànhuà láile ,I if I didn’t change her number that man would call her again on August 12,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,irrealis Affect,,如果,,,contract:disclaim,又,
10:08.7,10:09.5,106,,,,Hostess_W03,Hostess_W03,谁,shéi ,Who,husband,,,,,,,,,,,,,,,,,,,,,
10:09.5,10:10.1,107,,,,Husband_W03_AH,Husband_W03_AH,对方嘛,duìfāng ma ,The other side,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,evoke,,,,,contract:proclaim,,嘛
10:10.9,10:11.5,108,,,,Hostess_W03,Hostess_W03,后来呢,hòulái ne,what happened next,husband,,,,,,,,,,,,,,,,,,,,,
10:11.5,10:13.0,109,,,,Husband_W03_AH,Husband_W03_AH,我就..跟她一起做生意,Wǒ jiù.. Gēn tā yīqǐ zuò shēngyì ,I just.. did business together with her,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,就,
10:13.0,10:16.1,109,,,,,Husband_W03_AH,到11月10号我就问她,dào 11 yuè 10 hào wǒ jiù wèn tā ,Then on November 10th I just aksed her,hostess,,,,,,,,,,,,,,,,,,,,,
10:16.1,10:18.3,109,,,,,Husband_W03_AH,为什么我会这样做,wèishéme wǒ huì zhèyàng zuò ,Why I would do this,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,,,,contract:proclaim,就,
10:18.3,10:20.2,109,,,,,Husband_W03_AH,是什么原因你要明白,shì shénme yuányīn nǐ yào míngbái ,For what reason (I did this) you have to understand,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,要,,,monoglossic,,
10:20.2,10:21.5,109,O,,,,Husband_W03_AH,我就[这样讲],wǒ jiù [zhèyàng jiǎng] ,I just [said something like this],hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,,,,contract:proclaim,就,
10:20.5,10:23.9,110,O,I,S,Hostess_W03,Hostess_W03,[为什么]隔了这么几个月又来谈这个问题呢,[wèishéme] géle zhème jǐ gè yuè yòu lái tán zhège wèntí ne ,[Why] after a few months you brought upt the issue again ,husband,,,,,,,,,,,,,,,,,,,,,
10:23.9,10:26.1,111,,,,Husband_W03_AH,Husband_W03_AH,因为我不信任她了,yīnwèi wǒ bù xìnrèn tāle ,Because i didn't trust her anymore,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不信任,,,contract:proclaim,因为,
10:26.1,10:28.8,111,O,,,,Husband_W03_AH,本来就是我不在她就是这样[做啊],běnlái jiùshì wǒ bùzài tā jiùshì zhèyàng [zuò a] ,She did such things when I wasn’t [here],hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,不在就,,,contract:proclaim,本来,啊
10:28.7,10:32.5,112,O,I,S,Hostess_W03,Hostess_W03,[就即]使她告诉你她现在全部停掉你仍然是不信任的,[jiù jí] shǐ tā gàosù nǐ tā xiànzài quánbù tíng diào nǐ réngrán shì bù xìnrèn de,[That's] even now that her tells you that she has stopped all the accounts and phone numbers you still don’t trust her,husband,,,,,,,,,,,,,,,,,,,,,
10:32.5,10:34.8,113,,,,Husband_W03_AH,Husband_W03_AH,我至少..不放心她就这样的,Wǒ zhìshǎo.. Bù fàngxīn tā jiù zhèyàng de ,I at least... don't trust her that's it,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不放心,down:isolated,至少,expand:entertain,就这样,
10:34.8,10:38.3,113,,,,,Husband_W03_AH,好..她就说你..不管小孩,hǎo.. Tā jiù shuō nǐ.. Bùguǎn xiǎohái ,OK.. then she said you.. (if you) don't care about the child,hostess,VoE,,,,,,,,,,,,,,,,,,,,
10:38.3,10:39.9,113,,,,,Husband_W03_AH,那你以后就不碰我了,nà nǐ yǐhòu jiù bù pèng wǒle ,Then you can't touch me anymore,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,contract:proclaim,就,
10:39.9,10:41.9,113,,,,,Husband_W03_AH,在我一怒之下就打了她一耳光,zài wǒ yī nù zhī xià jiù dǎle tā yī ěrguāng ,I slapped her face in my anger,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,怒,,,contract:proclaim,就,
10:43.6,10:46.5,114,O,,,Wife_W03_WW,Wife_W03_WW,一[耳光]的后果是什么..把我耳膜[打穿孔了],yī [ěrguāng] de hòuguǒ shì shénme.. Bǎ wǒ ěrmó [dǎ chuānkǒngle] ,What was the consequence of the [slap in my face].. my eardrum was [perforated],antagonist,VoE,打耳光,VoE,打穿孔,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,inscribe,,,打,up:isolated,穿孔,contract:proclaim,什么,
10:43.7,10:44.0,115,O,I,,Husband_W03_AH,Husband_W03_AH,[我],[wǒ] ,[I],antagonist,,,,,,,,,,,,,,,,,,,,,
10:45.5,10:47.3,115,O,I,S,,Husband_W03_AH,[唉对对对]..耳膜穿孔嘛,[āi duì duì duì].. Ěrmó chuānkǒng ma ,[Ah yes yes yes].. her eardrum was perforated,antagonist,,,,,,,,,,self,-ve,judgement,invoke,up-scaling,,穿孔,,,contract:proclaim,对对对,嘛
10:47.3,10:48.2,115,,,,,Husband_W03_AH,就打了一耳光嘛,jiù dǎle yī ěrguāng ma ,I just gave her one slap,antagonist,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,一,,,contract:proclaim,就,
10:49.4,10:53.9,116,,,,Wife_W03_WW,Wife_W03_WW,把我...耳膜打穿孔了之后我就下定决心去..起诉,bǎ wǒ... Ěrmó dǎ chuān kǒng liǎo zhīhòu wǒ jiù xiàdìng juéxīn qù.. Qǐsù,After he beat me…into eardrum perforation I made up my mind to.. sue him,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,下决心,,,contract:proclaim,就,
10:56.8,11:32.3,116,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
11:32.3,11:34.5,117,,,,Hostess_W03,Hostess_W03,这些年...你觉得..缺什么,Zhèxiē nián... Nǐ juédé.. Quē shénme ,These years...what do you think...what is missing,wife,,,,,,,,,,,,,,,,,,,,,
11:35.1,11:35.9,118,,,,Wife_W03_WW,Wife_W03_WW,缺关心,quē guānxīn ,Lack of care,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,缺关心,,,monoglossic,,
11:35.9,11:36.4,118,,,,,Wife_W03_WW,缺爱,quē ài ,Lack of love,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,缺爱,,,monoglossic,,
11:36.4,11:37.9,118,,,,,Wife_W03_WW,缺我的自尊心,quē wǒ de zìzūnxīn,Lack of my self-esteem,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,缺自尊心,,,monoglossic,,
11:38.4,11:46.8,118,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
11:46.8,11:48.8,119,,,,Wife_W03_WW,Wife_W03_WW,我们两个就是自由恋爱的,Wǒmen liǎng gè jiùshì zìyóu liàn'ài de ,The two of us married based on free love (as opposed to arranged marriage),hostess,,,,,,,,,,relationship,+ve,appreciation,inscribe,,,自由恋爱,,,contract:proclaim,是……的,
11:48.8,11:50.2,119,,,,,Wife_W03_WW,他说他家里穷,tā shuō tā jiālǐ qióng ,He said his family is poor,hostess,,,,,,,,,,,,,,,,,,,,,
11:50.2,11:52.1,119,,,,,Wife_W03_WW,我说你家里穷..没关系,wǒ shuō nǐ jiālǐ qióng.. Méiguānxì ,I said your family is poor... it doesn't matter,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,没关系,,,expand:attribute,我说,
11:52.1,11:54.7,119,,,,,Wife_W03_WW,只要对我人好都可以了,zhǐyào duì wǒ rén hǎo dōu kěyǐle,As long as you are good to me,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,只要就,,,expand:attribute,我说,
11:54.7,11:58.4,119,,,,,Wife_W03_WW,但是我跟他之后...他就听他妈妈的,Dànshì wǒ gēn tā zhīhòu... Tā jiù tīng tā māmā de,But after me and him (married)...he just listened to his mother,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,之后,,,contract:disclaim,但是,
11:58.4,12:00.8,119,,,,,Wife_W03_WW,她说..这个老婆来得快,tā shuō.. Zhège lǎopó láidé kuài ,She (the husband's mum) said...This wife came quickly,hostess,,,,,,,,,,other,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
12:00.8,12:02.6,119,,,,,Wife_W03_WW,只怕去得也快,zhǐ pà qù dé yě kuài ,I'm afraid she will go away quickly too,hostess,,,,,,,,,,,,,,,,,,,,,
12:02.6,12:06.3,119,,,,,Wife_W03_WW,她就要他把钱看紧,tā jiù yào tā bǎ qián kàn jǐn ,She wanted him to pay close attention to the money,hostess,,,,,,,,,,other,-ve,judgement,invoke,quotation:other,,,,,contract:proclaim,就,
12:06.3,12:09.2,119,,,,,Wife_W03_WW,要买菜的话就要跟他要啊,yāo mǎi cài dehuà jiù yào gēn tā yào a ,If I wanted to buy grocessies I had to ask him for money,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,要钱,up:infused,买菜就,contract:proclaim,就,
